NAME,DOI,PRIMARY_LOCATION
Analysing Ontological Requirements: A Journey from Requirements to Code and Back,None,https://doi.org/10.1068/a37268
Impact of Text Length for Information Retrieval Tasks based on Probabilistic Topics,10.26342/2021-67-2,http://rua.ua.es/dspace/bitstream/10045/117485/1/PLN_67_02.pdf
SPARQL2Flink: Evaluation of SPARQL Queries on Apache Flink,10.3390/app11157033,https://www.mdpi.com/2076-3417/11/15/7033/pdf?version=1628044316
A Dialogical Approach to Readiness for Change towards Sustainability in Higher Education Institutions: The Case of the SDGs Seminars at the Universidad Politecnica de Madrid,10.3390/su13169168,https://www.mdpi.com/2071-1050/15/16/12394/pdf?version=1692091502
CHALLENGE-BASED LEARNING IN EXPLAINABLE ARTIFICIAL INTELLIGENCE EDUCATION,10.21125/edulearn.2021.0165,https://doi.org/10.1287/orsc.2.1.125
An ontology-based deep learning approach for triple classification with out-of-knowledge-base entities,10.1016/j.ins.2021.02.018,https://doi.org/10.1016/j.ins.2021.02.018
Crossing the chasm between ontology engineering and application development: A survey,10.1016/j.websem.2021.100655,https://doi.org/10.1016/j.websem.2021.100655
Artificial Intelligence for Modeling Complex Systems: Taming the Complexity of Expert Models to Improve Decision Making,10.1145/3453172,https://dl.acm.org/doi/pdf/10.1145/3453172
Proceedings of the 2nd International Workshop on Semantic Digital Twins (SeDiT 2021),None,None
First Attempt to help People with Cognitive Disabilities to understand Micropoems,None,https://journals.openedition.org/transatlantica/pdf/20393
An estimation of heavy-duty vehicle fleet CO2 emissions based on sampled data,10.1016/j.trd.2021.102784,https://doi.org/10.1016/j.trd.2021.102784
Towards metrics-driven ontology engineering,10.1007/s10115-021-01545-9,https://doi.org/10.1007/s10115-021-01545-9
On learning context-aware rules to link RDF datasets,10.1093/jigpal/jzaa043,https://doi.org/10.1093/jigpal/jzaa043
An information sharing strategy based on linked data for net zero energy buildings and clusters,10.1016/j.autcon.2021.103592,https://doi.org/10.1016/j.autcon.2021.103592
Personal Data Access Control Through Distributed Authorization,None,https://doi.org/10.1109/nca51143.2020.9306721
A Flexible and Robust Deep Learning-Based System for Solar Irradiance Forecasting,10.1109/ACCESS.2021.3051839,https://ieeexplore.ieee.org/ielx7/6287639/9312710/09324830.pdf
Understanding the phenomenology of reading through modelling,10.3233/SW-200396,https://doi.org/10.3233/sw-200396
A High-Level Ontology Network for ICT Infrastructures,10.1007/978-3-030-88361-4_26,https://doi.org/10.1007/978-3-030-88361-4_26
MOVO: a dApp for DLT-based Smart Mobility,10.1109/ICCCN52240.2021.9522257,https://doi.org/10.1109/icccn52240.2021.9522257
Towards Decentralized Complex Queries over Distributed Ledgers: a Data Marketplace Use-case,10.1109/ICCCN52240.2021.9522165,https://doi.org/10.1109/icccn52240.2021.9522165
Toward the Ontological Modeling of Smart Contracts: A Solidity Use Case,10.1109/ACCESS.2021.3115577,https://ieeexplore.ieee.org/ielx7/6287639/6514899/09548044.pdf
Enhancing virtual ontology based access over tabular data with Morph-CSV,10.3233/SW-210432,https://doi.org/10.3233/sw-210432
ODRL Profile for Expressing Consent through Granular Access Control Policies in Solid,10.1109/EuroSPW54576.2021.00038,https://doi.org/10.1109/eurospw54576.2021.00038
The Use of Decentralized and Semantic Web Technologies for Personal Data Protection and Interoperability,10.1007/978-3-030-89811-3_23,https://doi.org/10.1007/978-3-030-89811-3_23
A Community Roadmap for Scientific Workflows Research and Development,10.1109/WORKS54523.2021.00016,https://doi.org/10.1109/works54523.2021.00016
Simulation of Hybrid Edge Computing Architectures,10.1109/DS-RT52167.2021.9576121,https://doi.org/10.1109/tc.2021.3066579
Advances in pattern-based ontology engineering,10.3233/SSW51,https://doi.org/10.3233/ssw51
Governing decentralized complex queries through a DAO,10.1145/3462203.3475910,https://doi.org/10.1145/3462203.3475910
Simulation of Dissemination Strategies on Temporal Networks,10.23919/ANNSIM52504.2021.9552126,https://doi.org/10.23919/annsim52504.2021.9552126
Further with Knowledge Graphs - Proceedings of the 17th International Conference on Semantic Systems,978-1-64368-201-3,https://publikationen.bibliothek.kit.edu/1000139991
"A scoping review on the use, processing and fusion of geographic data in virtual assistants",10.1111/tgis.12720,https://doi.org/10.1111/tgis.12720
"An analysis of existing production frameworks for statistical and geographic information: Synergies, gaps and integration",10.3390/ijgi10060374,https://www.mdpi.com/2220-9964/10/6/374/pdf?version=1622623685
LACLICHEV: Exploring the History of Climate Change in Latin America Within Newspapers Digital Collections,10.1007/978-3-030-85082-1_11,http://arxiv.org/pdf/2105.00792
Typology-based semantic labeling of numeric tabular data,10.3233/SW-200397,https://doi.org/10.3233/sw-200397
Conformance testing of ontologies through ontology requirements,10.1016/j.engappai.2020.104026,https://doi.org/10.1016/j.engappai.2020.104026
Towards the use of ontologies in remotely piloted aircraft system conceptual design: Opportunities and challenges,10.2514/6.2021-1061,https://doi.org/10.2514/6.2021-1061
Preface for the 2nd edition of the international knowledge graph construction workshop,None,https://asmedigitalcollection.asme.org/appliedmechanicsreviews/article-pdf/56/1/B3/5439439/b1_1.pdf
Knowledge graph construction with R2RML and RML: An ETL system-based overview,None,http://ceur-ws.org/Vol-2873/paper11.pdf
Latest enhancements in the Spanish DBpedia,None,http://ceur-ws.org/Vol-2941/paper8.pdf
Converting UML-Based Ontology Conceptualizations to OWL with Chowlk,10.1007/978-3-030-80418-3_8,https://doi.org/10.1007/978-3-030-80418-3_8
R4R: Template-based REST API Framework for RDF Knowledge Graphs,None,http://ceur-ws.org/Vol-2980/paper339.pdf
TimeLex: A Suite of Tools for Processing Temporal Information in Legal Texts,10.1007/978-3-030-89811-3_18,https://doi.org/10.1007/978-3-030-89811-3_18
Introduction: A Hybrid Regulatory Framework and Technical Architecture for a Human-Centered and Explainable AI,10.1007/978-3-030-89811-3_1,https://doi.org/10.1007/978-3-030-89811-3_1
FOOPS!: An ontology pitfall scanner for the FAIR principles,None,http://ceur-ws.org/Vol-2980/paper321.pdf
Creating and querying personalized versions of wikidata on a laptop,None,https://arxiv.org/abs/2108.07119
Supporting Demand-Response strategies with the DELTA ontology,10.1109/AICCSA53542.2021.9686935,https://doi.org/10.1109/aiccsa53542.2021.9686935
Bilingual Dataset for Information Retrieval and Question Answering over the Spanish Workers Statute,None,https://zenodo.org/record/4256718
Challenges in the Digital Representation of Privacy Terms,10.1007/978-3-030-89811-3_22,https://doi.org/10.1007/978-3-030-89811-3_22
Integration of building material databases for IFC-based building performance analysis,None,https://doi.org/10.22260/isarc2021/0027
"VOCEDITOR - An Integrated Environment to Visually Edit, Validate and Versioning RDF Vocabularies",10.1109/ICSC50631.2021.9475916,https://doi.org/10.1109/icsc50631.2021.9475916
ETSI SmartM2M Technical Report 103717; Study for oneM2M; Discovery and Query specification development,None,https://inria.hal.science/hal-03261080/document
ETSI SmartM2M Technical Report 103715; Study for oneM2M; Discovery and Query solutions analysis & selection,None,None
Link maintenance for integrity in linked open data evolution: Literature survey and open challenges,10.3233/SW-200398,https://doi.org/10.3233/sw-200398
Knowledge Engineering of PhD Stories: A Preliminary Study,10.1145/3460210.3493579,https://doi.org/10.1145/3460210.3493579
Preface,10.1016/j.ijporl.2003.08.004,https://doi.org/10.1016/s0304-0208(06)80001-0
Challenges in the Implementation of Privacy Enhancing Semantic Technologies (PESTs) Supporting GDPR,10.1007/978-3-030-89811-3_20,https://doi.org/10.1007/978-3-030-89811-3_20
Web of things (wot) discovery,None,https://doi.org/10.1109/ccnc.2019.8651786
Preface,None,https://doi.org/10.1016/s0304-0208(06)80001-0
Thesaurus enhanced extraction of Hohfeld's relations from Spanish Labour Law,None,http://ceur-ws.org/Vol-2918/paper4.pdf
"VOC EDITOR - An integrated environment to visually edit, validate and versioning RDF vocabularies",10.1109/ICSC50631.2021.00089,http://archive.xmlprague.cz/2016/files/xmlprague-2016-proceedings.pdf
A visual SHACL shapes editor based on ontopad,None,http://ceur-ws.org/Vol-2941/paper16.pdf
3rd edition of the international workshop on semantics and the web for transport (Sem4Tra),None,None
RML-star: A Declarative Mapping Language for RDF-star Generation,None,http://ceur-ws.org/Vol-2980/paper374.pdf
AI Approaches to the Complexity of Legal Systems XI-XII,978-3-030-89810-6,https://doi.org/10.1007/978-3-030-89811-3
GTFS-Madrid-Bench: A benchmark for virtual knowledge graph access in the transport domain,10.1016/j.websem.2020.100596,https://doi.org/10.1016/j.websem.2020.100596
ENIGMA and global neuroscience: A decade of large-scale studies of the brain in health and disease across more than 40 countries,10.1038/s41398-020-0705-1,https://www.nature.com/articles/s41398-020-0705-1.pdf
"Genetic correlations and genome-wide associations of cortical structure in general population samples of 22,824 adults",10.1038/s41467-020-18367-y,https://www.nature.com/articles/s41467-020-18367-y.pdf
Best Practices for Implementing FAIR Vocabularies and Ontologies on the Web,None,https://doi.org/10.3233/ssw200034
Personal Data Access Control through Distributed Authorization,10.1109/NCA51143.2020.9306721,https://doi.org/10.1109/nca51143.2020.9306721
Typology-based semantic labeling of numeric tabular data,None,https://doi.org/10.3233/sw-200397
Using LOT methodology to develop a noise pollution ontology: a Spanish use case,10.1007/s12652-019-01561-2,https://doi.org/10.1007/s12652-019-01561-2
A multi-agent architecture for mobile sensing systems,10.1007/s12652-019-01608-4,https://doi.org/10.1007/s12652-019-01608-4
Enhancing Public Procurement in the European Union Through Constructing and Exploiting an Integrated Knowledge Graph,None,https://doi.org/10.1007/978-3-030-62466-8_27
COMPARTIR Y GENERAR DATOS Y CONOCIMIENTO AGROECOLÓGICO CON PAUSA,None,http://repository.javeriana.edu.co/bitstream/10554/12406/3/HenaoCorralesJuanFelipe2014.pdf
MOATcoin: Exploring challenges and legal implications of smart contracts through a gamelike DApp experiment,10.1145/3410699.3413798,https://doi.org/10.1145/3410699.3413798
Are distributed ledger technologies ready for intelligent transportation systems?,10.1145/3410699.3413789,https://doi.org/10.1145/3410699.3413789
Discovering hidden mental states in open multi-agent systems by leveraging multi-protocol regularities with machine learning,10.3390/s20185198,https://www.mdpi.com/1424-8220/20/18/5198/pdf?version=1599893740
Potentially inappropriate medications in older adults living with HIV,10.1111/hiv.12883,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/hiv.12883
Mission possible: Unify HPC and Big Data stacks towards application-defined blobs at the storage layer,10.1016/j.future.2018.07.035,http://manuscript.elsevier.com/S0167739X17330583/pdf/S0167739X17330583.pdf
Grammatically uniform population initialization for grammar-guided genetic programming,10.1007/s00500-020-05061-w,https://doi.org/10.1007/s00500-020-05061-w
"Polypharmacy and Drug-Drug Interactions in People Living With Human Immunodeficiency Virus in the Region of Madrid, Spain: A Population-Based Study",10.1093/cid/ciz811,https://doi.org/10.1093/cid/ciz811
Proceedings of the 32nd International Conference on Software Engineering and Knowledge Engineering (SEKE 2020),https://doi.org/10.18293/SEKE2020,None
An Intelligent System to Generate Chord Progressions from Colors with an Artificial Immune System,10.1007/s00354-020-00100-4,https://doi.org/10.1007/s00354-020-00100-4
Accessibility and personalization in opencourseware: An inclusive development approach,10.1109/ICALT49669.2020.00091,https://doi.org/10.1109/icalt49669.2020.00091
Developing accessibility multimedia services: The case of EasyTV,10.1145/3389189.3397973,https://doi.org/10.1016/j.engappai.2022.104755
Enterprise Information Integration: On Discovering Links Using Genetic Programming,978-84-1324-774-8,https://doi.org/10.1093/nar/gkp427
Proceedings of the 1st International Workshop on Semantic Digital Twins (SeDiT 2020),None,None
Exploiting Declarative Mapping Rules for Generating GraphQL Servers with Morph-GraphQL,10.1142/S0218194020400070,https://doi.org/10.1142/s0218194020400070
Spanish corpora for sentiment analysis: a survey,10.1007/s10579-019-09470-8,https://doi.org/10.1007/s10579-019-09470-8
Defying wikidata: Validation of terminological relations in the web of data,None,https://www.aclweb.org/anthology/2020.lrec-1.694.pdf
Orchestrating NLP Services for the Legal Domain,None,https://www.aclweb.org/anthology/2020.lrec-1.284.pdf
Towards an Interoperable Ecosystem of AI and LT Platforms: A Roadmap for the Implementation of Different Levels of Interoperability,None,https://www.aclweb.org/anthology/2020.iwltp-1.15.pdf
Order matters: terminological saturation is best achievable using descending citation frequency datasets,None,https://bmcecolevol.biomedcentral.com/counter/pdf/10.1186/1471-2148-10-323
The genetic architecture of the human cerebral cortex,10.1126/science.aay6690,http://www.bristol.ac.uk/alspac/external/documents/grant-acknowledgements.pdf
The Challenge: From MPEG Intellectual Property Rights Ontologies to Smart Contracts and Blockchains [Standards in a Nutshell],10.1109/MSP.2019.2955207,https://doi.org/10.1109/msp.2019.2955207
The zaragoza's knowledge graph: Open data to harness the city knowledge,10.3390/info11030129,https://oa.upm.es/69771/1/PAOLA_PATRICIA_ESPINOZA_ARIAS.pdf
Development Experience of a Context-Aware System for Smart Irrigation Using CASO and IRRIG Ontologies,10.3390/app10051803,https://www.mdpi.com/2076-3417/10/5/1803/pdf?version=1583938924
EWOT: A semantic interoperability approach for heterogeneous IoT ecosystems based on the web of things,10.3390/s20030822,https://www.mdpi.com/1424-8220/20/3/822/pdf?version=1580812003
An ontology-based deep learning approach for knowledge graph completion with fresh entities,10.1007/978-3-030-23887-2_15,https://doi.org/10.1007/978-3-030-23887-2_15
A Framework Based on Distributed Ledger Technologies for Data Management and Services in Intelligent Transportation Systems,10.1109/ACCESS.2020.2998012,https://ieeexplore.ieee.org/ielx7/6287639/8948470/09102237.pdf
Astrea: Automatic Generation of SHACL Shapes from Ontologies,10.1007/978-3-030-49461-2_29,https://link.springer.com/content/pdf/10.1007/978-3-030-49461-2_29.pdf
Improving the Results of Citizen Science Projects Through Reputation Systems: The Case of Wolf's Number Experiment,10.1109/ACCESS.2020.3030006,https://link.springer.com/content/pdf/10.1007/s11024-015-9270-9.pdf
FunMap: Efficient Execution of Functional Mappings for Knowledge Graph Creation,10.1007/978-3-030-62419-4_16,https://doi.org/10.1007/978-3-030-62419-4_16
OpenADR Ontology: Semantic Enrichment of Demand Response Strategies in Smart Grids,10.1109/SEST48500.2020.9203093,https://doi.org/10.1109/sest48500.2020.9203093
Semantic Interoperability for DR Schemes Employing the SGAM Framework,10.1109/SEST48500.2020.9203338,https://doi.org/10.1109/sest48500.2020.9203338
On the Efficiency of Decentralized File Storage for Personal Information Management Systems,10.1109/ISCC50000.2020.9219623,https://doi.org/10.1109/iscc50000.2020.9219623
Events Matter: Extraction of Events from Court Decisions,10.3233/FAIA200847,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA200847
"Editorial: Special issue on Semantic eScience: Methods, tools and applications",10.3233/SW-200380,https://content.iospress.com:443/download/semantic-web/sw200380?id=semantic-web%2Fsw200380
KGTK: A Toolkit for Large Knowledge Graph Manipulation and Analysis,10.1007/978-3-030-62466-8_18,https://doi.org/10.1007/978-3-030-62466-8_18
OBA: An Ontology-Based Framework for Creating REST APIs for Knowledge Graphs,10.1007/978-3-030-62466-8_4,https://doi.org/10.1007/978-3-030-62466-8_4
Fair computational workflows,10.1162/dint_a_00033,https://www.mitpressjournals.org/doi/pdf/10.1162/dint_a_00033
LYNX: Towards a Legal Knowledge Graph for Multilingual Europe,10.26826/law-in-context.v37i1.129,https://journals.latrobe.edu.au/index.php/law-in-context/article/download/129/200
A Distributed Ledger Based Infrastructure for Smart Transportation System and Social Good,10.1109/CCNC46108.2020.9045640,https://doi.org/10.1109/ccnc46108.2020.9045640
Developing an ontology network about meteorological events from historical newspapers [Construcción de una red de ontologías sobre eventos meteorológicos a partir de periódicos históricos],10.1590/1678-9865202032e180077,None
"A review of mobile sensing systems, applications, and opportunities",10.1007/s10115-019-01346-1,https://doi.org/10.1007/s10115-019-01346-1
A moderate experiential learning approach applied on data science,10.1007/978-3-030-23990-9_2,https://doi.org/10.1086/259630
Graph-based root cause analysis for service-oriented and microservice architectures,10.1016/j.jss.2019.110432,https://doi.org/10.1016/j.jss.2019.110432
Towards a new generation of ontology based data access,10.3233/SW-190384,https://doi.org/10.3233/sw-190384
Optimized Term Extraction Method Based on Computing Merged Partial C-Values,10.1007/978-3-030-39459-2_2,https://doi.org/10.1007/978-3-030-39459-2_2
Prediction and failure analysis of composite resin restorations in the posterior sector applied in teaching dental students,10.1007/s12652-020-01804-7,https://doi.org/10.1007/s12652-020-01804-7
Large-scale semantic exploration of scientific literature using topic-based hashing algorithms,10.3233/SW-200373,https://doi.org/10.3233/sw-200373
Annotador: a temporal tagger for Spanish,10.3233/JIFS-179865,https://doi.org/10.3233/jifs-179865
An Agent-Based Model for Exploring Pension Law and Social Security Policies,10.1007/978-3-030-58790-1_4,https://doi.org/10.1007/978-3-030-58790-1_4
Towards the assessment of easy-to-read guidelines using artificial intelligence techniques,10.1007/978-3-030-58796-3_10,https://doi.org/10.1007/978-3-030-58796-3_10
SAREF4INMA: A SAREF extension for the industry and manufacturing domain,10.3233/SW-200402,https://doi.org/10.3233/sw-200402
TermInteract: An Online Tool for Terminologists Aimed at Providing Terminology Quality Metrics,10.1109/CIST49399.2021.9357197,https://doi.org/10.1109/cist49399.2021.9357197
Morph-Skyline: Virtual Ontology-Based Data Access for Skyline Queries,10.1109/WIIAT50758.2020.00043,https://doi.org/10.1109/wiiat50758.2020.00043
Coming to Terms with FAIR Ontologies,10.1007/978-3-030-61244-3_18,https://doi.org/10.1007/978-3-030-61244-3_18
Mapping the Web Ontology Language to the OpenAPI Specification,10.1007/978-3-030-65847-2_11,https://doi.org/10.1007/978-3-030-65847-2_11
Enhancing Public Procurement in the European Union Through Constructing and Exploiting an Integrated Knowledge Graph,10.1007/978-3-030-62466-8_27,https://doi.org/10.1007/978-3-030-62466-8_27
Ontologies Supporting Research-Related Information Foraging Using Knowledge Graphs: Literature Survey and Holistic Model Mapping,10.1007/978-3-030-61244-3_6,https://doi.org/10.1007/978-3-030-61244-3_6
Ensuring personal data anonymity in data marketplaces through sensing-as-a-service and distributed ledger technologies,None,https://doi.org/10.4337/9781784717766.00019
Location privacy and inference in online social networks,None,https://doi.org/10.1145/3154793
Preface,None,https://doi.org/10.1016/s0304-0208(06)80001-0
Foreword,None,http://www.kidney-international.org/article/S0085253815538933/pdf
Benchmarking the efficiency of RDF-based access for blockchain environments,10.18293/SEKE2020-104,https://dblp.uni-trier.de/db/conf/seke/seke2020.html#CimminoGC20
From obXML to the OP ontology: Developing a semantic model for occupancy profile,None,https://www.mdpi.com/1996-1073/14/7/2024/pdf?version=1617940900
Recent developments for the linguistic linked open data infrastructure,None,http://dblp.uni-trier.de/db/conf/lrec/lrec2020.html#DeclerckMHGCMCR20
Personal Data Access Control Through Distributed Authorization,None,https://doi.org/10.1109/nca51143.2020.9306721
Drugs4Covid: Drug-driven Knowledge Exploitation based on Scientific Publications,None,https://arxiv.org/abs/2012.01953
Preface to the Proceedings of the EKAW 2020 Posters and Demonstrations Session co-located with 22nd International Conference on Knowledge Engineering and Knowledge Management (EKAW 2020),None,None
A template-based approach for annotating long-tail datasets,None,http://ceur-ws.org/Vol-2722/profiles2020-paper-3.pdf
Best practices for implementing fair vocabularies and ontologies on the web,None,https://doi.org/10.3233/ssw200034
Drugs4Covid: Drug-driven Knowledge Exploitation based on Scientific Publications,https://doi.org/10.48550/arXiv.2012.01953,https://arxiv.org/abs/2012.01953
"Polypharmacy and Drug–Drug Interactions in People Living With Human Immunodeficiency Virus in the Region of Madrid, Spain: A Population-Based Study",None,https://doi.org/10.1093/cid/ciz811
Enhancing Public Procurement in the European Union Through Constructing and Exploiting an Integrated Knowledge Graph,None,https://doi.org/10.1007/978-3-030-62466-8_27
OpenADR Ontology: Semantic Enrichment of Demand Response Strategies in Smart Grids,None,https://doi.org/10.1109/sest48500.2020.9203093
Semantic Interoperability for DR Schemes Employing the SGAM Framework,None,https://doi.org/10.1109/sest48500.2020.9203338
Ontologías para describir datos enlazados,None,http://www.scielo.mec.pt/pdf/rist/nspe3/nspe3a06.pdf
Proceedings of the 10th Workshop on Ontology Design and Patterns (WOP 2019),None,http://www.diva-portal.org/smash/record.jsf?pid=diva2:1358287
Proceedings of the 8th Linked Data in Architecture and Construction Workshop (LDAC2020,None,None
Ontologías y vocabularios para la normalización de datos abiertos,None,https://dialnet.unirioja.es/servlet/articulo?codigo=7480703
On learning context-aware rules to link RDF datasets,None,https://doi.org/10.1093/jigpal/jzaa043
SIMULATION OF DISSEMINATION STRATEGIES ON TEMPORAL NETWORKS,None,https://doi.org/10.23919/annsim52504.2021.9552126
A Distributed Ledger Based Infrastructure for Smart Transportation System and Social Good,None,https://doi.org/10.1109/ccnc46108.2020.9045640
Mapeathor: Simplifying the specification of declarative rules for knowledge graph construction,None,http://ceur-ws.org/Vol-2721/paper488.pdf
Unveiling the diversity of spatial data infrastructures in Latin America: evidence from an exploratory inquiry,10.1080/15230406.2020.1772113,https://doi.org/10.1080/15230406.2020.1772113
A Proposal for Semantic Integration of Crime Data in Mexico City,10.1007/978-3-030-59872-3_3,https://doi.org/10.1007/978-3-030-59872-3_3
Morph-CSV: Virtual knowledge graph access for tabular data,None,http://ceur-ws.org/Vol-2721/paper478.pdf
Standards for the IoT,10.1007/978-3-030-45316-9_6,https://doi.org/10.1109/jiot.2014.2332005
Ontologies for IoT Semantic Interoperability,10.1007/978-3-030-45316-9_5,https://doi.org/10.1109/wf-iot.2018.8355091
Preface,None,https://doi.org/10.1016/s0304-0208(06)80001-0
Evaluating the impact of semantic technologies on bibliographic systems: A user-centred and comparative approach,10.1016/j.websem.2019.03.001,https://doi.org/10.1016/j.websem.2019.03.001
"Ontology based E-learning framework: A personalized, adaptive and context aware model",10.1007/s11042-019-08125-8,https://doi.org/10.1007/s11042-019-08125-8
SoMEF: A Framework for Capturing Scientific Software Metadata from its Documentation,10.1109/BigData47090.2019.9006447,https://doi.org/10.1109/bigdata47090.2019.9006447
Deep neural network architectures for social services diagnosis in smart cities,10.1016/j.future.2019.05.034,https://doi.org/10.1016/j.future.2019.05.034
Survey of agent-based cloud computing applications,10.1016/j.future.2019.04.037,https://doi.org/10.1016/j.future.2019.04.037
"Potentially inappropriate medications in older adults with HIV in the region of Madrid, Spain",None,https://bjo.bmj.com/content/bjophthalmol/86/8/941.full.pdf
Scalable Cross-lingual Document Similarity through Language-specific Concept Hierarchies,None,https://doi.org/10.1145/3360901.3364444
PaCTS 1.0: A Crowdsourced Reporting Standard for Paleoclimate Data,10.1029/2019PA003632,https://agupubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2019PA003632
Semantic Modelling of Plans and Execution Traces for Enhancing Transparency of IoT Systems,10.1109/IOTSMS48152.2019.8939260,https://doi.org/10.1109/iotsms48152.2019.8939260
Scalable Cross-lingual Document Similarity through Language-specific Concept Hierarchies,10.1145/3360901.3364444,https://doi.org/10.1145/3360901.3364444
T2WML table to wikidata mapping language,10.1145/3360901.3364448,https://dl.acm.org/doi/pdf/10.1145/3360901.3364448
"Participation of women in doctorate, research, innovation, and management activities at Universidad Politécnica de Madrid: analysis of the decade 2006–2016",10.1007/s11192-019-03179-9,https://doi.org/10.1007/s11192-019-03179-9
OKG-soft: An open knowledge graph with machine readable scientific software metadata,10.1109/eScience.2019.00046,https://doi.org/10.1109/escience.2019.00046
Ontological Model for the Semantic Description of Syllabuses,10.1145/3357419.3357442,https://doi.org/10.1145/3357419.3357442
Why are ontologies not reused across the same domain?,10.1016/j.websem.2018.12.010,https://doi.org/10.1016/j.websem.2018.12.010
Ontology evolution for personalised and adaptive activity recognition,10.1049/iet-wss.2018.5209,https://doi.org/10.1049/iet-wss.2018.5209
Automating ontology engineering support activities with OnToology,10.1016/j.websem.2018.09.003,https://doi.org/10.1016/j.websem.2018.09.003
Automating ontology engineering support activities with OnToology,None,https://doi.org/10.1016/j.websem.2018.09.003
"Polypharmacy and Drug–Drug Interactions in People Living With Human Immunodeficiency Virus in the Region of Madrid, Spain: A Population-Based Study",None,https://doi.org/10.1093/cid/ciz811
Closing the awareness gap between it practice and it law,10.3233/FAIA190006,https://doi.org/10.3233/FAIA190006
Language resources as linked data for the legal domain,10.3233/FAIA190019,https://doi.org/10.3233/FAIA190019
Closing the Awareness Gap Between IT Practice and IT Law - Critical Legal Positivism Applied in the Domain of IT Law,None,https://doi.org/10.2307/2192998
Language Resources as Linked Data for the Legal Domain,None,https://doi.org/10.3233/FAIA190019
Spanish Corpora for Sentiment Analysis: a Survey,None,https://doi.org/10.1007/s10579-019-09470-8
Taxi dispatching strategies with compensations,10.1016/j.eswa.2019.01.001,https://doi.org/10.1016/j.eswa.2019.01.001
"Retraction notice to “Applying case-based reasoning in social computing to transform colors into music” (Engineering Applications of Artificial Intelligence (2018) 72 (1–9), (S0952197618300563), (10.1016/j.engappai.2018.03.007))",10.1016/j.engappai.2019.03.007,None
VICINITY: IoT Semantic Interoperability Based on the Web of Things,10.1109/DCOSS.2019.00061,https://doi.org/10.1109/dcoss.2019.00061
"Prediction and Decision-Making in Intelligent Environments Supported by Knowledge Graphs, A Systematic Review",10.3390/s19081774,https://www.mdpi.com/1424-8220/19/8/1774/pdf?version=1555141210
Calculating Heavy-Duty truck energy and fuel consumption using correlation formulas derived from vecto simulations,10.4271/2019-01-1278,https://doi.org/10.4271/2019-01-1278
A generalized component efficiency and Input-Data generation model for creating Fleet-Representative vehicle simulation cases in vecto,10.4271/2019-01-1280,https://doi.org/10.4271/2019-01-1280
"An intelligent interface for integrating climate, hydrology, agriculture, and socioeconomic models",10.1145/3308557.3308711,https://dl.acm.org/doi/pdf/10.1145/3308557.3308711
A sustainable process and toolbox for geographical linked data generation and publication: a case study with BTN100,10.1186/s40965-019-0060-4,https://opengeospatialdata.springeropen.com/track/pdf/10.1186/s40965-019-0060-4
Toward proactive social inclusion powered by machine learning,10.1007/s10115-018-1230-x,https://doi.org/10.1007/s10115-018-1230-x
Enhancing energy management at district and building levels via an EM-KPI ontology,10.1016/j.autcon.2018.12.010,https://doi.org/10.1016/j.autcon.2018.12.010
A framework for connecting two interoperability universes: OGC Web Feature Services and Linked Data,10.1111/tgis.12496,https://doi.org/10.1111/tgis.12496
ETSI TS 103 410-3. SmartM2M; Smart Appliances extension to SA,None,None
ETSI TS 103 410-4. SmartM2M; Smart Appliances extension to SA,None,None
ETSI TS 103 410-5. SmartM2M; Smart Appliances extension to SA,None,None
"Best practices for publishing, retrieving, and using spatial data on the web",10.3233/SW-180305,https://doi.org/10.3233/sw-180305
Completeness and consistency analysis for evolving knowledge bases,10.1016/j.websem.2018.11.004,https://doi.org/10.1016/j.websem.2018.11.004
"The modular SSN ontology: A joint W3C and OGC standard specifying the semantics of sensors, observations, sampling, and actuation",10.3233/SW-180320,https://doi.org/10.3233/sw-180320
Ontological Representation of Smart City Data: From Devices to Cities,10.3390/app9010032,https://www.mdpi.com/2076-3417/9/1/32/pdf?version=1545833153
CORAL: A corpus of ontological requirements annotated with lexico-syntactic patterns,10.1007/978-3-030-21348-0_29,https://doi.org/10.1007/978-3-030-21348-0_29
Supervising attention in an e-learning system,10.1007/978-3-030-01746-0_46,https://doi.org/10.1007/978-3-030-01746-0_46
Towards a Knowledge Graph Based Platform for Public Procurement,10.1007/978-3-030-14401-2_29,https://doi.org/10.1007/978-3-030-14401-2_29
Conformance Test Cases for the RDF Mapping Language (RML),10.1007/978-3-030-21395-4_12,https://doi.org/10.1007/978-3-030-21395-4_12
Themis: A tool for validating ontologies through requirements,10.18293/SEKE2019-117,https://doi.org/10.18293/seke2019-117
Morph-GraphQL: GraphQL servers generation from R2RML mappings (SESE),10.18293/SEKE2019-055,None
Introduction to the Special Issue Artificial Intelligence Knowledge Representation,10.3390/systems7030035,https://doi.org/10.1038/nature14539
Towards a Linked Democracy Model,10.1007/978-3-030-13363-4_4,https://doi.org/10.1353/lar.2004.0049
Deliberative and Epistemic Approaches to Democracy,10.1007/978-3-030-13363-4_2,https://link.springer.com/content/pdf/10.1007%2F978-3-030-13363-4_2.pdf
"Linked Democracy Foundations, Tools, and Applications Introduction to Linked Data",10.1007/978-3-030-13363-4_1,https://doi.org/10.5465/annals.2015.0101
